assumption_case,assumption_note,shell_mode,scenario,scenario_label,band,median_ocean_confidence_score,p10_ocean_confidence_score,p90_ocean_confidence_score,moderate_or_high_ocean_pct,ambiguous_or_false_pct,not_interpretable_pct,ocean_margin_shift_db,false_margin_shift_db,clutter_margin_shift_db,material_risk_shift
optimistic_processing,"Assumes better processing, lower false-layer gain, and less severe dirty-ice loss.",thin_3km_reason_mode,salt_layers_reason,Salt layers,HF_9MHz_full_depth,100.0,100.0,100.0,100.0,0.0,0.0,3.0,-2.0,-2.0,-10.0
optimistic_processing,"Assumes better processing, lower false-layer gain, and less severe dirty-ice loss.",thin_3km_reason_mode,salt_layers_reason,Salt layers,VHF_60MHz_full_depth_lowDR,91.84,91.84,91.84,100.0,0.0,0.0,3.0,-2.0,-2.0,-10.0
optimistic_processing,"Assumes better processing, lower false-layer gain, and less severe dirty-ice loss.",thin_3km_reason_mode,salt_layers_reason,Salt layers,VHF_60MHz_shallow,100.0,100.0,100.0,100.0,0.0,0.0,3.0,-2.0,-2.0,-10.0
optimistic_processing,"Assumes better processing, lower false-layer gain, and less severe dirty-ice loss.",thin_3km_reason_mode,stacked_dirty_layers,Stacked dirty layers,HF_9MHz_full_depth,26.42,26.42,26.42,0.0,100.0,0.0,3.0,-2.0,-2.0,-10.0
optimistic_processing,"Assumes better processing, lower false-layer gain, and less severe dirty-ice loss.",thin_3km_reason_mode,stacked_dirty_layers,Stacked dirty layers,VHF_60MHz_full_depth_lowDR,15.17,15.02,15.17,0.0,100.0,0.0,3.0,-2.0,-2.0,-10.0
optimistic_processing,"Assumes better processing, lower false-layer gain, and less severe dirty-ice loss.",thin_3km_reason_mode,stacked_dirty_layers,Stacked dirty layers,VHF_60MHz_shallow,0.05,0.0,5.39,0.0,0.0,100.0,3.0,-2.0,-2.0,-10.0
optimistic_processing,"Assumes better processing, lower false-layer gain, and less severe dirty-ice loss.",thin_3km_reason_mode,warm_impure_ice,Warm impure ice,HF_9MHz_full_depth,99.45,99.45,99.45,100.0,0.0,0.0,3.0,-2.0,-2.0,-10.0
optimistic_processing,"Assumes better processing, lower false-layer gain, and less severe dirty-ice loss.",thin_3km_reason_mode,warm_impure_ice,Warm impure ice,VHF_60MHz_full_depth_lowDR,88.2,88.2,88.2,100.0,0.0,0.0,3.0,-2.0,-2.0,-10.0
optimistic_processing,"Assumes better processing, lower false-layer gain, and less severe dirty-ice loss.",thin_3km_reason_mode,warm_impure_ice,Warm impure ice,VHF_60MHz_shallow,85.79,85.21,86.48,100.0,0.0,0.0,3.0,-2.0,-2.0,-10.0
optimistic_processing,"Assumes better processing, lower false-layer gain, and less severe dirty-ice loss.",workbook_mid_shell,briny_mushy_lens,Briny/mushy lens,HF_9MHz_full_depth,0.0,0.0,77.44,31.12,67.22,0.0,3.0,-2.0,-2.0,-10.0
optimistic_processing,"Assumes better processing, lower false-layer gain, and less severe dirty-ice loss.",workbook_mid_shell,briny_mushy_lens,Briny/mushy lens,VHF_60MHz_full_depth_lowDR,0.0,0.0,0.0,0.0,68.88,31.12,3.0,-2.0,-2.0,-10.0
optimistic_processing,"Assumes better processing, lower false-layer gain, and less severe dirty-ice loss.",workbook_mid_shell,briny_mushy_lens,Briny/mushy lens,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,0.0,100.0,3.0,-2.0,-2.0,-10.0
optimistic_processing,"Assumes better processing, lower false-layer gain, and less severe dirty-ice loss.",workbook_mid_shell,clean_ice_control,Clean ice,HF_9MHz_full_depth,100.0,100.0,100.0,100.0,0.0,0.0,3.0,-2.0,-2.0,-10.0
optimistic_processing,"Assumes better processing, lower false-layer gain, and less severe dirty-ice loss.",workbook_mid_shell,clean_ice_control,Clean ice,VHF_60MHz_full_depth_lowDR,94.05,94.05,94.05,100.0,0.0,0.0,3.0,-2.0,-2.0,-10.0
optimistic_processing,"Assumes better processing, lower false-layer gain, and less severe dirty-ice loss.",workbook_mid_shell,clean_ice_control,Clean ice,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,0.0,100.0,3.0,-2.0,-2.0,-10.0
optimistic_processing,"Assumes better processing, lower false-layer gain, and less severe dirty-ice loss.",workbook_mid_shell,complex_paper_calibrated,Complex dirty ice,HF_9MHz_full_depth,0.0,0.0,0.0,0.0,98.76,1.24,3.0,-2.0,-2.0,-10.0
optimistic_processing,"Assumes better processing, lower false-layer gain, and less severe dirty-ice loss.",workbook_mid_shell,complex_paper_calibrated,Complex dirty ice,VHF_60MHz_full_depth_lowDR,0.0,0.0,0.0,0.0,98.76,1.24,3.0,-2.0,-2.0,-10.0
optimistic_processing,"Assumes better processing, lower false-layer gain, and less severe dirty-ice loss.",workbook_mid_shell,complex_paper_calibrated,Complex dirty ice,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,0.0,1.24,3.0,-2.0,-2.0,-10.0
optimistic_processing,"Assumes better processing, lower false-layer gain, and less severe dirty-ice loss.",workbook_mid_shell,complex_with_clutter,Complex + clutter,HF_9MHz_full_depth,0.0,0.0,0.0,0.0,98.76,1.24,3.0,-2.0,-2.0,-10.0
optimistic_processing,"Assumes better processing, lower false-layer gain, and less severe dirty-ice loss.",workbook_mid_shell,complex_with_clutter,Complex + clutter,VHF_60MHz_full_depth_lowDR,0.0,0.0,0.0,0.0,98.76,1.24,3.0,-2.0,-2.0,-10.0
optimistic_processing,"Assumes better processing, lower false-layer gain, and less severe dirty-ice loss.",workbook_mid_shell,complex_with_clutter,Complex + clutter,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,100.0,0.0,3.0,-2.0,-2.0,-10.0
optimistic_processing,"Assumes better processing, lower false-layer gain, and less severe dirty-ice loss.",workbook_mid_shell,near_surface_brine,Near-surface brine,HF_9MHz_full_depth,88.15,81.45,100.0,21.99,78.01,0.0,3.0,-2.0,-2.0,-10.0
optimistic_processing,"Assumes better processing, lower false-layer gain, and less severe dirty-ice loss.",workbook_mid_shell,near_surface_brine,Near-surface brine,VHF_60MHz_full_depth_lowDR,0.0,0.0,75.11,1.24,98.76,0.0,3.0,-2.0,-2.0,-10.0
optimistic_processing,"Assumes better processing, lower false-layer gain, and less severe dirty-ice loss.",workbook_mid_shell,near_surface_brine,Near-surface brine,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,0.0,1.24,3.0,-2.0,-2.0,-10.0
optimistic_processing,"Assumes better processing, lower false-layer gain, and less severe dirty-ice loss.",workbook_mid_shell,rough_surface_clutter,Rough surface clutter,HF_9MHz_full_depth,100.0,100.0,100.0,100.0,0.0,0.0,3.0,-2.0,-2.0,-10.0
optimistic_processing,"Assumes better processing, lower false-layer gain, and less severe dirty-ice loss.",workbook_mid_shell,rough_surface_clutter,Rough surface clutter,VHF_60MHz_full_depth_lowDR,87.02,84.92,87.67,100.0,0.0,0.0,3.0,-2.0,-2.0,-10.0
optimistic_processing,"Assumes better processing, lower false-layer gain, and less severe dirty-ice loss.",workbook_mid_shell,rough_surface_clutter,Rough surface clutter,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,98.76,1.24,3.0,-2.0,-2.0,-10.0
optimistic_processing,"Assumes better processing, lower false-layer gain, and less severe dirty-ice loss.",workbook_mid_shell,salt_layers_reason,Salt layers,HF_9MHz_full_depth,100.0,100.0,100.0,100.0,0.0,0.0,3.0,-2.0,-2.0,-10.0
optimistic_processing,"Assumes better processing, lower false-layer gain, and less severe dirty-ice loss.",workbook_mid_shell,salt_layers_reason,Salt layers,VHF_60MHz_full_depth_lowDR,91.45,91.45,91.45,100.0,0.0,0.0,3.0,-2.0,-2.0,-10.0
optimistic_processing,"Assumes better processing, lower false-layer gain, and less severe dirty-ice loss.",workbook_mid_shell,salt_layers_reason,Salt layers,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,0.0,100.0,3.0,-2.0,-2.0,-10.0
optimistic_processing,"Assumes better processing, lower false-layer gain, and less severe dirty-ice loss.",workbook_mid_shell,stacked_dirty_layers,Stacked dirty layers,HF_9MHz_full_depth,0.0,0.0,0.0,0.0,100.0,0.0,3.0,-2.0,-2.0,-10.0
optimistic_processing,"Assumes better processing, lower false-layer gain, and less severe dirty-ice loss.",workbook_mid_shell,stacked_dirty_layers,Stacked dirty layers,VHF_60MHz_full_depth_lowDR,0.0,0.0,0.0,0.0,58.09,41.91,3.0,-2.0,-2.0,-10.0
optimistic_processing,"Assumes better processing, lower false-layer gain, and less severe dirty-ice loss.",workbook_mid_shell,stacked_dirty_layers,Stacked dirty layers,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,0.0,100.0,3.0,-2.0,-2.0,-10.0
optimistic_processing,"Assumes better processing, lower false-layer gain, and less severe dirty-ice loss.",workbook_mid_shell,warm_impure_ice,Warm impure ice,HF_9MHz_full_depth,78.49,74.26,79.24,100.0,0.0,0.0,3.0,-2.0,-2.0,-10.0
optimistic_processing,"Assumes better processing, lower false-layer gain, and less severe dirty-ice loss.",workbook_mid_shell,warm_impure_ice,Warm impure ice,VHF_60MHz_full_depth_lowDR,0.0,0.0,0.0,0.0,0.0,100.0,3.0,-2.0,-2.0,-10.0
optimistic_processing,"Assumes better processing, lower false-layer gain, and less severe dirty-ice loss.",workbook_mid_shell,warm_impure_ice,Warm impure ice,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,0.0,100.0,3.0,-2.0,-2.0,-10.0
nominal_v3,Uses the v2 signal outputs directly.,thick_30km_reason_mode,briny_mushy_lens,Briny/mushy lens,HF_9MHz_full_depth,0.0,0.0,3.0,0.0,67.22,32.78,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thick_30km_reason_mode,briny_mushy_lens,Briny/mushy lens,VHF_60MHz_full_depth_lowDR,0.0,0.0,0.0,0.0,68.88,31.12,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thick_30km_reason_mode,briny_mushy_lens,Briny/mushy lens,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thick_30km_reason_mode,clean_ice_control,Clean ice,HF_9MHz_full_depth,85.46,84.58,86.05,100.0,0.0,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thick_30km_reason_mode,clean_ice_control,Clean ice,VHF_60MHz_full_depth_lowDR,0.56,0.36,0.69,0.0,0.0,100.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thick_30km_reason_mode,clean_ice_control,Clean ice,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thick_30km_reason_mode,complex_paper_calibrated,Complex dirty ice,HF_9MHz_full_depth,0.0,0.0,0.0,0.0,98.76,1.24,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thick_30km_reason_mode,complex_paper_calibrated,Complex dirty ice,VHF_60MHz_full_depth_lowDR,0.0,0.0,0.0,0.0,98.76,1.24,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thick_30km_reason_mode,complex_paper_calibrated,Complex dirty ice,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thick_30km_reason_mode,complex_with_clutter,Complex + clutter,HF_9MHz_full_depth,0.0,0.0,0.0,0.0,98.76,1.24,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thick_30km_reason_mode,complex_with_clutter,Complex + clutter,VHF_60MHz_full_depth_lowDR,0.0,0.0,0.0,0.0,98.76,1.24,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thick_30km_reason_mode,complex_with_clutter,Complex + clutter,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thick_30km_reason_mode,near_surface_brine,Near-surface brine,HF_9MHz_full_depth,49.63,0.0,70.86,1.24,98.76,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thick_30km_reason_mode,near_surface_brine,Near-surface brine,VHF_60MHz_full_depth_lowDR,0.0,0.0,0.0,0.0,98.76,1.24,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thick_30km_reason_mode,near_surface_brine,Near-surface brine,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thick_30km_reason_mode,rough_surface_clutter,Rough surface clutter,HF_9MHz_full_depth,80.0,79.11,80.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thick_30km_reason_mode,rough_surface_clutter,Rough surface clutter,VHF_60MHz_full_depth_lowDR,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thick_30km_reason_mode,rough_surface_clutter,Rough surface clutter,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,98.76,1.24,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thick_30km_reason_mode,salt_layers_reason,Salt layers,HF_9MHz_full_depth,82.06,81.18,82.65,100.0,0.0,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thick_30km_reason_mode,salt_layers_reason,Salt layers,VHF_60MHz_full_depth_lowDR,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thick_30km_reason_mode,salt_layers_reason,Salt layers,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thick_30km_reason_mode,stacked_dirty_layers,Stacked dirty layers,HF_9MHz_full_depth,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thick_30km_reason_mode,stacked_dirty_layers,Stacked dirty layers,VHF_60MHz_full_depth_lowDR,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thick_30km_reason_mode,stacked_dirty_layers,Stacked dirty layers,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thick_30km_reason_mode,warm_impure_ice,Warm impure ice,HF_9MHz_full_depth,4.69,4.69,4.69,0.0,0.0,100.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thick_30km_reason_mode,warm_impure_ice,Warm impure ice,VHF_60MHz_full_depth_lowDR,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thick_30km_reason_mode,warm_impure_ice,Warm impure ice,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thin_3km_reason_mode,briny_mushy_lens,Briny/mushy lens,HF_9MHz_full_depth,80.41,0.0,96.46,32.78,67.22,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thin_3km_reason_mode,briny_mushy_lens,Briny/mushy lens,VHF_60MHz_full_depth_lowDR,53.93,0.0,85.21,31.12,68.88,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thin_3km_reason_mode,briny_mushy_lens,Briny/mushy lens,VHF_60MHz_shallow,0.0,0.0,74.48,31.12,68.88,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thin_3km_reason_mode,clean_ice_control,Clean ice,HF_9MHz_full_depth,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
